Name,Headline,Location,Company,Company_Months,Work_Months,Laidoff
Walter Clark,Project Manager ,South Carolina,Meta,78,232,False
Stephanie Riley,Project Manager ,Virginia,Meta,32,145,True
Taylor Lucas,Data Scientist,Montana,Meta,187,314,False
Lisa Wood,Software Engineer ,New Mexico,Meta,24,317,False
Michelle Perkins,Machine Learning Engineer,Georgia,Meta,43,264,False
Travis York,3D Artist,Maryland,Meta,110,199,False
Scott Pierce,Software Engineer ,Idaho,Meta,210,256,False
Joshua Mendoza,3D Artist,South Dakota,Meta,110,256,False
Devin Hunter,Software Engineer ,Idaho,Meta,25,192,True
Heather Walters,Data Engineer,Pennsylvania,Meta,204,243,False
Rebecca Conway,Project Manager ,Wyoming,Meta,135,241,False
Angelica Robbins,3D Artist,District of Columbia,Meta,69,181,False
Pamela Green,3D Artist,California,Meta,40,342,False
Lauren Brown,3D Artist,Washington,Meta,22,345,False
Richard Mann,Machine Learning Engineer,South Dakota,Meta,74,302,False
Joseph Porter,Data Scientist ,North Dakota,Meta,25,224,True
Jill Blake,Project Manager ,Delaware,Meta,33,301,False
Kathryn Payne,Program Manager,Connecticut,Meta,87,222,False
Casey Pearson,Associate General Counsel Data Protection,Idaho,Meta,3,231,True
Bruce Nelson,Project Manager ,New Mexico,Meta,225,245,False
Hannah Taylor,Data Scientist,Minnesota,Meta,132,217,False
Heather Edwards,Data Scientist ,Idaho,Meta,95,266,False
Harry Johnson,Machine Learning Engineer,Maryland,Meta,181,276,False
Brittney Avery,3D Artist,Iowa,Meta,26,129,True
Justin Lambert,Product Manager,Connecticut,Meta,218,285,False
Dylan Foster,Machine Learning Engineer,Maryland,Meta,176,324,False
Mark Cox,Software Engineer ,New York,Meta,128,327,False
Bailey Swanson,Associate General Counsel Data Protection,Indiana,Meta,208,216,False
Ruben Ross,Data Analyst,Arkansas,Meta,152,266,False
Jacob Bowman,Product Manager,Michigan,Meta,189,245,False
Bradley Gamble,Product Manager,New Hampshire,Meta,138,184,False
John Reeves,Machine Learning Engineer,Delaware,Meta,189,254,False
Peter Rhodes,Machine Learning Engineer,Tennessee,Meta,121,238,False
Christopher Kennedy,Product Manager,Minnesota,Meta,191,212,False
Thomas Olson,Program Manager,South Dakota,Meta,14,297,True
Danielle Klein,Data Engineer,Oregon,Meta,154,273,False
Nicholas Green,Data Analyst,New Mexico,Meta,146,306,False
Kimberly Torres,3D Artist,Nevada,Meta,222,326,False
Jamie Goodman,Data Analyst,South Dakota,Meta,15,67,True
James Rogers,3D Artist,New Jersey,Meta,154,342,False
Terri Hebert,Data Scientist ,Alaska,Meta,84,330,False
Edward Collins,Data Scientist,Tennessee,Meta,197,221,False
Jonathan Gardner,Product Manager,Kentucky,Meta,238,295,False
Nicholas Stephens,Data Scientist,Minnesota,Meta,192,332,False
Kyle Ferguson,Data Analyst,Washington,Meta,19,45,True
Angela Shepard,3D Artist,Pennsylvania,Meta,206,231,False
Joshua Perez,Program Manager,Tennessee,Meta,1,15,True
Monica Smith,Machine Learning Engineer,Arizona,Meta,203,222,False
Jessica Moore,Data Engineer,Indiana,Meta,138,209,False
Eric Smith,Project Manager ,Iowa,Meta,182,248,False
Stephanie Rose,3D Artist,Oregon,Meta,28,286,False
Jonathan Weaver,Data Analyst,Florida,Meta,200,325,False
Joel Kelley,Data Scientist ,South Dakota,Meta,20,162,True
Anthony Reyes,Project Manager ,Iowa,Meta,14,139,True
Terri Robinson,Product Manager,Idaho,Meta,83,144,False
David Martinez,Machine Learning Engineer,Nevada,Meta,210,349,False
Elizabeth Miller,Data Engineer,South Carolina,Meta,157,329,False
Chad Hernandez,Data Scientist ,Colorado,Meta,131,134,False
Mark Holloway,Software Engineer ,Pennsylvania,Meta,11,42,True
Latasha Johnson,Data Engineer,Rhode Island,Meta,109,200,False
Phillip Lucas,Machine Learning Engineer,Louisiana,Meta,225,327,False
Veronica Simmons,3D Artist,Kansas,Meta,115,144,False
Anthony Byrd,Project Manager ,North Carolina,Meta,56,341,False
Debbie Riley,Project Manager ,Connecticut,Meta,34,75,True
Ashley Mccarthy,Data Scientist ,Utah,Meta,108,173,False
John Vargas,Project Manager ,Arizona,Meta,106,283,False
Melanie White,Machine Learning Engineer,District of Columbia,Meta,26,207,True
Mr. Christopher Carter,Machine Learning Engineer,Wisconsin,Meta,238,286,False
Summer Lewis,Machine Learning Engineer,Iowa,Meta,1,295,True
James Crane,Associate General Counsel Data Protection,Delaware,Meta,8,285,True
Carl Ponce,Project Manager ,Utah,Meta,6,21,True
Jamie Wyatt,Data Scientist ,Mississippi,Meta,120,325,False
Cameron Chen,Project Manager ,Alaska,Meta,81,323,False
Mr. Andrew Oconnor,Data Engineer,Tennessee,Meta,159,259,False
Daniel Walter,Data Scientist,Delaware,Meta,161,233,False
Tyler Chapman,Data Engineer,Alabama,Meta,173,341,False
Patricia Martin,Data Engineer,Rhode Island,Meta,68,220,False
Nicholas Murray,Machine Learning Engineer,South Dakota,Meta,79,255,False
Jason King,3D Artist,Virginia,Meta,164,279,False
Andrea Gamble,Program Manager,Tennessee,Meta,181,212,False
Kevin Pearson,Data Engineer,Nebraska,Meta,2,20,True
Deborah Ayers,Associate General Counsel Data Protection,Iowa,Meta,195,210,False
Elizabeth Chavez,Software Engineer ,Missouri,Meta,103,274,False
Jose Newton,Machine Learning Engineer,Montana,Meta,168,188,False
John Shelton,Project Manager ,Hawaii,Meta,130,258,False
Laura Fisher,3D Artist,Rhode Island,Meta,174,331,False
Melissa Miller,3D Artist,Washington,Meta,109,229,False
Ellen Morrow,Data Analyst,Ohio,Meta,155,277,False
Mr. Luis Jacobs,Associate General Counsel Data Protection,Wisconsin,Meta,136,316,False
Luis Mcintyre,Software Engineer ,Wyoming,Meta,125,256,False
Cindy Brown,Product Manager,Washington,Meta,22,105,True
Lonnie Chen,Machine Learning Engineer,California,Meta,80,344,False
Joshua Yoder,Data Scientist ,Maine,Meta,201,244,False
John Allen,Data Engineer,Louisiana,Meta,236,359,False
Jaime Turner,Data Analyst,South Carolina,Meta,96,172,False
Michael Johnson MD,Data Engineer,South Carolina,Meta,73,259,False
Nicholas Malone,Program Manager,North Dakota,Meta,69,127,False
Adam Crawford,Product Manager,South Dakota,Meta,210,262,False
Ricky Smith,Data Scientist,Delaware,Meta,38,85,True
Jeremy Davidson,Product Manager,Missouri,Meta,180,203,False
James Ruiz,Associate General Counsel Data Protection,South Dakota,Meta,199,199,False
Edward Burgess,Data Analyst,Rhode Island,Meta,152,302,False
Brad Weaver,Project Manager ,Oklahoma,Meta,88,147,False
Cathy Parker,Data Engineer,Pennsylvania,Meta,9,267,True
Ashley Watts,Data Engineer,Minnesota,Meta,147,278,False
Charles Hammond,Data Engineer,Delaware,Meta,230,344,False
Lisa Shepherd,Program Manager,Virginia,Meta,143,222,False
Christopher Brown MD,Product Manager,Washington,Meta,196,230,False
Pamela White,Associate General Counsel Data Protection,Idaho,Meta,82,124,False
Kenneth Crawford,Data Scientist ,South Dakota,Meta,163,241,False
Olivia Hernandez,Machine Learning Engineer,Kansas,Meta,108,280,False
Thomas Jones,Machine Learning Engineer,Mississippi,Meta,61,128,False
Jacob Green,Project Manager ,Wyoming,Meta,171,321,False
Tammy Rodriguez,3D Artist,Connecticut,Meta,170,278,False
Carol Romero,Project Manager ,Indiana,Meta,104,225,False
Lawrence Walsh,Software Engineer ,Colorado,Meta,170,337,False
Cindy Romero,Program Manager,Indiana,Meta,209,276,False
Katie Williams,Program Manager,Idaho,Meta,227,240,False
Lynn King,Data Analyst,Indiana,Meta,26,64,True
Carl Ball,3D Artist,New Hampshire,Meta,204,209,False
Stephanie Lynch,3D Artist,Texas,Meta,118,210,False
Michael Krueger,Product Manager,Texas,Meta,151,190,False
Linda Green,Program Manager,New Hampshire,Meta,74,88,False
Juan Cooper,Project Manager ,New Mexico,Meta,48,119,False
Austin Duncan,Data Analyst,Vermont,Meta,130,291,False
Cindy Figueroa,Data Engineer,Rhode Island,Meta,199,259,False
Kathy Johnston,Data Analyst,Massachusetts,Meta,232,251,False
Michael Brown,Data Analyst,North Carolina,Meta,16,138,True
Leah Gilbert,Product Manager,Louisiana,Meta,98,337,False
Ryan Sandoval,Product Manager,Wisconsin,Meta,104,202,False
Charles Richmond,Product Manager,Ohio,Meta,54,92,False
Courtney Smith,Product Manager,Massachusetts,Meta,50,259,False
Kimberly Walker,Data Scientist,Maryland,Meta,187,327,False
Zachary Ramirez,Product Manager,Maryland,Meta,76,257,False
Jonathan Wilkinson,Program Manager,Nebraska,Meta,25,248,False
Richard Chavez,Associate General Counsel Data Protection,Virginia,Meta,23,132,True
Tony Salazar,Data Scientist ,Vermont,Meta,162,314,False
Brandon Haynes,Associate General Counsel Data Protection,New Hampshire,Meta,159,287,False
Tammy Rodriguez,Software Engineer ,Indiana,Meta,88,191,False
Jessica Cunningham,Associate General Counsel Data Protection,Michigan,Meta,238,273,False
Henry Stewart,Project Manager ,Alabama,Meta,174,182,False
Karen Howard,Data Analyst,Michigan,Meta,170,312,False
Preston Rose,Program Manager,North Carolina,Meta,236,340,False
Cynthia Horton,Machine Learning Engineer,Iowa,Meta,63,221,False
Natalie Padilla,Data Scientist ,New Jersey,Meta,166,263,False
Carrie Bradford,3D Artist,Wisconsin,Meta,110,149,False
Kathleen Gordon,Product Manager,Connecticut,Meta,139,206,False
Joel Kelley,Program Manager,Kansas,Meta,55,132,False
Jennifer Smith,Machine Learning Engineer,Kansas,Meta,123,296,False
Chad Mclean,Program Manager,Pennsylvania,Meta,202,310,False
Tammy Jackson,Associate General Counsel Data Protection,Kansas,Meta,124,356,False
Jerry Barton,Data Scientist ,Maryland,Meta,152,233,False
Mandy George,Associate General Counsel Data Protection,Massachusetts,Meta,65,146,False
Caroline Richard,Associate General Counsel Data Protection,Arkansas,Meta,33,63,True
Susan Ruiz,3D Artist,Indiana,Meta,167,289,False
Deanna Boyer,Software Engineer ,Washington,Meta,97,312,False
Eric Rosales,Data Scientist,Hawaii,Meta,122,225,False
Kristen Garza,Data Engineer,Montana,Meta,129,294,False
Bethany Mitchell,Data Analyst,New Jersey,Meta,195,256,False
Jack Clark,Data Analyst,Missouri,Meta,19,192,True
Kevin Lynch,3D Artist,New Mexico,Meta,83,324,False
Mario Chavez,Data Scientist,Utah,Meta,54,350,False
Veronica Carlson,Program Manager,Kentucky,Meta,230,269,False
Matthew Townsend,Machine Learning Engineer,Hawaii,Meta,25,193,True
Karen Villanueva,Program Manager,Washington,Meta,221,293,False
Jerry Ferrell,Program Manager,Missouri,Meta,160,164,False
Steven Collins,Data Scientist,South Carolina,Meta,30,193,True
Collin Rogers,Data Analyst,Louisiana,Meta,164,212,False
Andrea Garcia,3D Artist,California,Meta,159,206,False
Jeremy Roberts,Data Engineer,Tennessee,Meta,1,336,True
Lonnie Ward,Data Scientist ,Mississippi,Meta,136,316,False
William Mcmillan,Machine Learning Engineer,New Hampshire,Meta,10,34,True
Kimberly Hobbs,Associate General Counsel Data Protection,West Virginia,Meta,52,167,False
Robert Anderson,Data Analyst,Missouri,Meta,76,344,False
Jennifer Little,Project Manager ,Alaska,Meta,28,275,False
Scott Wood,Machine Learning Engineer,Virginia,Meta,129,311,False
Cynthia Armstrong,Software Engineer ,Alabama,Meta,65,209,False
Christopher Spencer,Associate General Counsel Data Protection,Kentucky,Meta,91,278,False
Christine Sharp,Associate General Counsel Data Protection,Pennsylvania,Meta,219,339,False
Willie Beck,Project Manager ,Oregon,Meta,96,133,False
Matthew Marks,Associate General Counsel Data Protection,Virginia,Meta,201,312,False
Jennifer Lane,3D Artist,Montana,Meta,210,280,False
Bridget Sawyer,3D Artist,Nevada,Meta,219,242,False
Charles Martinez,Data Engineer,Pennsylvania,Meta,31,222,False
Lori Price,Associate General Counsel Data Protection,Iowa,Meta,219,267,False
Megan Johnson,Program Manager,Connecticut,Meta,45,61,True
Rebecca Hall,Associate General Counsel Data Protection,Tennessee,Meta,188,278,False
Dawn Carter,3D Artist,Missouri,Meta,120,292,False
Aimee Gilmore,Machine Learning Engineer,Louisiana,Meta,118,331,False
Sandy Flores,Software Engineer ,Ohio,Meta,49,66,False
Shelley Miller,Data Scientist ,Texas,Meta,231,282,False
Daniel Coleman,Software Engineer ,Virginia,Meta,49,311,False
Jacqueline Williams,Data Scientist,New Mexico,Meta,205,312,False
Luis Young,Data Analyst,North Dakota,Meta,195,358,False
Brian Curry,Associate General Counsel Data Protection,Idaho,Meta,173,173,False
Thomas Davis,Program Manager,Nevada,Meta,118,221,False
David Johnston,Software Engineer ,Missouri,Meta,124,290,False
Scott Watson,Machine Learning Engineer,Virginia,Meta,147,264,False
Amanda Yoder,Data Scientist,Kansas,Meta,210,246,False
John Simpson,3D Artist,West Virginia,Meta,49,166,False
Anita Jones PhD,Program Manager,New Mexico,Meta,101,232,False
Timothy Ramirez,Data Analyst,Arizona,Meta,89,175,False
Nicholas Peterson,Data Engineer,Michigan,Meta,22,134,True
Sheri Black,Program Manager,Florida,Meta,34,321,False
Sandra Mccormick,Data Scientist,Alaska,Meta,69,235,False
David Evans,Data Analyst,Delaware,Meta,72,173,False
James Thompson,Associate General Counsel Data Protection,Oklahoma,Meta,198,300,False
Susan Cabrera,Machine Learning Engineer,Colorado,Meta,54,322,False
Jacqueline Reeves,Associate General Counsel Data Protection,North Dakota,Meta,117,217,False
Colin Berry,Data Analyst,Pennsylvania,Meta,225,271,False
Terry Meyer,Program Manager,Nebraska,Meta,169,295,False
Raymond Gonzalez,Associate General Counsel Data Protection,Nebraska,Meta,18,239,True
Katrina Michael,Machine Learning Engineer,Illinois,Meta,207,268,False
Brandon Smith,Machine Learning Engineer,Idaho,Meta,36,350,False
Timothy Martin,Data Scientist ,New Mexico,Meta,228,258,False
Kathryn Jenkins,Machine Learning Engineer,Arkansas,Meta,177,207,False
Scott Robinson,Data Scientist ,Montana,Meta,97,321,False
Joshua Wilson,Program Manager,Pennsylvania,Meta,21,139,True
Daniel Collins,Data Analyst,Michigan,Meta,108,215,False
Edward Ewing,Project Manager ,Pennsylvania,Meta,75,110,False
Monique Carrillo,Program Manager,New Jersey,Meta,165,238,False
Colin Williams,Machine Learning Engineer,Louisiana,Meta,167,351,False
Michael Hudson,Associate General Counsel Data Protection,Minnesota,Meta,72,267,False
Lydia Evans,Data Analyst,Ohio,Meta,50,111,False
Sherry Stephens,3D Artist,California,Meta,83,309,False
Jose Moran,Product Manager,Florida,Meta,212,259,False
Jose Robertson,Associate General Counsel Data Protection,South Carolina,Meta,1,66,True
Roger Hess,Machine Learning Engineer,Minnesota,Meta,128,149,False
David Wright,Machine Learning Engineer,South Dakota,Meta,150,189,False
Patricia Lane,3D Artist,Nebraska,Meta,77,198,False
Jordan Blake,Machine Learning Engineer,Wisconsin,Meta,61,229,False
Rebecca Wong,Program Manager,Alabama,Meta,231,353,False
Zachary Swanson,Software Engineer ,Rhode Island,Meta,78,161,False
Kevin Church,Software Engineer ,Louisiana,Meta,60,126,False
Melanie Adams,Data Analyst,Nebraska,Meta,79,328,False
Tyler Goodwin,Project Manager ,Missouri,Meta,235,285,False
Ronald Thomas,Data Engineer,Colorado,Meta,23,148,True
Michael Brown,Product Manager,Oregon,Meta,142,251,False
William Tran,Software Engineer ,Michigan,Meta,16,318,False
Jonathan Bailey,Data Analyst,Wisconsin,Meta,167,274,False
Donald Carpenter,Data Analyst,Kentucky,Meta,90,266,False
Angela Rosales,3D Artist,Illinois,Meta,144,345,False
Erika Jones,Data Scientist ,Hawaii,Meta,30,79,True
Angelica Hernandez,Data Analyst,Georgia,Meta,89,153,False
Johnathan Howe,Associate General Counsel Data Protection,Arizona,Meta,142,253,False
Jacob Escobar,Software Engineer ,Alabama,Meta,53,343,False
Hannah Henry MD,Data Scientist,Wyoming,Meta,132,324,False
Raymond Brennan,Data Scientist,Massachusetts,Meta,81,173,False
Darlene Davis,Data Scientist ,Rhode Island,Meta,186,307,False
Robert Cook,Data Analyst,Tennessee,Meta,129,266,False
Rodney Guerrero,Project Manager ,Tennessee,Meta,219,257,False
Karen Stanley,Data Analyst,Louisiana,Meta,18,159,True
Robin Higgins,Data Analyst,Colorado,Meta,43,158,False
Brian Bell,Data Engineer,North Carolina,Meta,181,190,False
Stephen Baldwin,Project Manager ,New Hampshire,Meta,167,192,False
Richard Brown,Software Engineer ,South Carolina,Meta,58,267,False
Angela Rodriguez,Software Engineer ,Kentucky,Meta,52,249,False
Kelly Greene,Data Analyst,Vermont,Meta,54,165,False
Abigail Davis,3D Artist,Missouri,Meta,90,338,False
Thomas Martinez,Program Manager,Utah,Meta,158,248,False
Emily Rowe,3D Artist,Arizona,Meta,191,339,False
Andrew Sanchez,Data Scientist,Alaska,Meta,184,306,False
Kylie Powell,Associate General Counsel Data Protection,West Virginia,Meta,130,320,False
Haley Green,Associate General Counsel Data Protection,Wisconsin,Meta,183,193,False
Gary Jackson,Data Scientist,Wyoming,Meta,112,230,False
Michelle Howell,3D Artist,Idaho,Meta,160,357,False
Timothy Little,Associate General Counsel Data Protection,Indiana,Meta,224,264,False
Michael Stewart,Software Engineer ,Colorado,Meta,230,302,False
Annette Herrera,Program Manager,Georgia,Meta,88,265,False
Sandra Rogers,Data Engineer,Florida,Meta,184,306,False
James Morgan,Product Manager,Maryland,Meta,89,220,False
Norma Howard,Program Manager,New York,Meta,157,181,False
John Sanchez,Data Engineer,New Jersey,Meta,21,236,True
Andrea Lane,Project Manager ,New Mexico,Meta,10,149,True
Deborah Reed,Machine Learning Engineer,California,Meta,22,109,True
Joanna Thomas,Data Analyst,Virginia,Meta,223,336,False
Caitlin Mitchell,Software Engineer ,Virginia,Meta,79,166,False
Troy Shepherd,Data Scientist,Indiana,Meta,72,158,False
Emily Jones,Product Manager,Hawaii,Meta,211,317,False
Edward King,Data Scientist ,Wyoming,Meta,129,244,False
Rebecca Powell,Program Manager,Alabama,Meta,43,333,False
Michael Shelton,Project Manager ,Utah,Meta,235,301,False
Thomas Collins,3D Artist,Georgia,Meta,58,293,False
Holly Hunter,Data Analyst,South Carolina,Meta,101,235,False
Taylor Moreno,Project Manager ,District of Columbia,Meta,71,201,False
Jennifer Burton,Product Manager,Illinois,Meta,141,231,False
Cheryl Pierce,Data Scientist ,Texas,Meta,133,261,False
Michael Gentry,Machine Learning Engineer,California,Meta,163,171,False
Vanessa Davila,Project Manager ,Wisconsin,Meta,152,341,False
Alexandra Wilson,Product Manager,Alaska,Meta,156,299,False
Chad Hooper,Machine Learning Engineer,Vermont,Meta,12,251,True
William Castillo,Machine Learning Engineer,Georgia,Meta,116,329,False
Paul Barber,Product Manager,Nebraska,Meta,54,144,False
Jose Young,Data Analyst,Delaware,Meta,48,294,False
Rodney Evans,Data Analyst,Louisiana,Meta,61,314,False
Tanya Small,Project Manager ,Maine,Meta,70,314,False
Ryan Alvarado,Software Engineer ,Ohio,Meta,167,250,False
Patricia Weaver,Machine Learning Engineer,Ohio,Meta,75,122,False
James King,Associate General Counsel Data Protection,Indiana,Meta,6,65,True
Jenny Hughes,Machine Learning Engineer,Pennsylvania,Meta,140,175,False
Kelly Schneider,Data Analyst,Florida,Meta,128,179,False
Jeffery Byrd,Project Manager ,South Dakota,Meta,213,286,False
Kylie Dixon,Program Manager,South Carolina,Meta,13,157,True
Monica Luna,Program Manager,Hawaii,Meta,10,350,True
Manuel Allen,Machine Learning Engineer,Louisiana,Meta,59,290,False
Julia Fernandez,Project Manager ,Vermont,Meta,177,198,False
Timothy Neal,Data Analyst,Virginia,Meta,48,355,False
Brian Bishop,Data Scientist ,Hawaii,Meta,68,118,False
Marissa Woods,3D Artist,Alaska,Meta,54,274,False
Alexis Ayala,Product Manager,Wyoming,Meta,108,275,False
John Davies,Program Manager,Idaho,Meta,81,211,False
Jennifer Gibson,Project Manager ,Florida,Meta,31,265,False
Crystal York,Data Analyst,Washington,Meta,115,200,False
Crystal Nguyen,Associate General Counsel Data Protection,Alabama,Meta,233,280,False
Stacey Phillips,Machine Learning Engineer,Hawaii,Meta,194,235,False
Ernest Morton,Data Analyst,South Dakota,Meta,185,226,False
Tammy Love,3D Artist,Virginia,Meta,208,252,False
Tina Hamilton,Associate General Counsel Data Protection,Nevada,Meta,101,215,False
Elizabeth Wheeler,Project Manager ,Idaho,Meta,215,248,False
Steven Pennington,Project Manager ,Georgia,Meta,119,301,False
Pamela Norton,Project Manager ,Washington,Meta,16,43,True
Tracy Shields,Data Engineer,Iowa,Meta,38,171,False
Bryan Mejia,Program Manager,Nevada,Meta,65,99,False
Jerry Wood,Product Manager,Florida,Meta,112,154,False
Savannah Walker,Program Manager,Illinois,Meta,88,192,False
Ryan Rogers,Product Manager,South Carolina,Meta,219,261,False
Katie Davis,Product Manager,New Hampshire,Meta,126,298,False
Amy Simpson,Data Engineer,New York,Meta,181,269,False
Joseph Cooper,Product Manager,Montana,Meta,186,266,False
Colleen Mcknight,Data Analyst,Wyoming,Meta,3,67,True
Andrew Fisher,Associate General Counsel Data Protection,Texas,Meta,74,175,False
Richard Jordan,Data Scientist ,Florida,Meta,224,255,False
David Reeves,Software Engineer ,Iowa,Meta,170,209,False
Kevin Williams,Program Manager,North Dakota,Meta,15,17,True
Charles Church,Associate General Counsel Data Protection,California,Meta,48,83,False
John West,Data Analyst,New Mexico,Meta,116,294,False
Dr. Scott Murphy Jr.,Program Manager,Tennessee,Meta,33,65,True
Brittney Jones,Project Manager ,Rhode Island,Meta,170,212,False
Misty Fernandez,Product Manager,Connecticut,Meta,224,341,False
John Patton,3D Artist,Arkansas,Meta,118,201,False
Gordon Blair,Data Scientist,Rhode Island,Meta,157,316,False
Thomas Diaz,3D Artist,District of Columbia,Meta,220,231,False
Thomas Summers,Program Manager,Illinois,Meta,230,337,False
Julia Schmidt,Associate General Counsel Data Protection,Alaska,Meta,119,285,False
Lisa Mcdonald,Program Manager,Missouri,Meta,216,232,False
Bonnie Ward,Machine Learning Engineer,Wisconsin,Meta,185,322,False
Dawn Hess,Machine Learning Engineer,Texas,Meta,110,302,False
Katie Clark,Data Engineer,Louisiana,Meta,212,238,False
Jill Boyd,Data Scientist,West Virginia,Meta,3,41,True
Kayla Avila,Program Manager,Arkansas,Meta,214,300,False
Anthony Cochran,Product Manager,Kansas,Meta,54,213,False
Marilyn Zhang,Program Manager,Minnesota,Meta,159,195,False
Leah Webster,Data Analyst,Nevada,Meta,121,136,False
Gina Hicks,Program Manager,Maine,Meta,150,325,False
Autumn Jordan,Project Manager ,Delaware,Meta,74,78,False
Katie Robinson,Project Manager ,Kansas,Meta,67,110,False
Julie Garrett,Data Analyst,Arizona,Meta,113,216,False
Jennifer Lee,Data Scientist,Maryland,Meta,19,131,True
Daniel Greene,Data Engineer,Vermont,Meta,60,345,False
Julia Drake,Data Scientist ,Ohio,Meta,206,343,False
Joseph Martinez,Data Scientist,Delaware,Meta,152,160,False
Cynthia Werner,Program Manager,Maine,Meta,92,234,False
Alexis Sullivan,Machine Learning Engineer,Connecticut,Meta,88,160,False
Michael Jones,Associate General Counsel Data Protection,Utah,Meta,166,335,False
Philip Walters,Project Manager ,Vermont,Meta,218,248,False
Amy Lee,Data Analyst,Nebraska,Meta,168,290,False
Connie Hensley,3D Artist,New York,Meta,134,167,False
Angela Lee,3D Artist,Alaska,Meta,75,323,False
Alyssa Juarez,Data Scientist ,Wisconsin,Meta,20,129,True
Erin Mcneil DDS,Data Engineer,Indiana,Meta,222,326,False
Jennifer Martinez,Data Analyst,Hawaii,Meta,218,358,False
Anthony Norman,Data Scientist,Oklahoma,Meta,235,332,False
Jasmine Rodriguez,Data Analyst,Oklahoma,Meta,65,193,False
Christy Oneill,Machine Learning Engineer,Pennsylvania,Meta,114,343,False
Dwayne Mcdowell,Software Engineer ,Tennessee,Meta,233,302,False
Jennifer Harrison,3D Artist,Missouri,Meta,179,354,False
Zachary Odom,Data Analyst,Nebraska,Meta,124,142,False
Mary Levy,Machine Learning Engineer,Georgia,Meta,124,225,False
Makayla Roman,Associate General Counsel Data Protection,Florida,Meta,69,264,False
Caitlin Johns,Software Engineer ,California,Meta,195,302,False
Jacqueline Cooper,Program Manager,New Hampshire,Meta,75,258,False
Ricardo Lewis,Program Manager,Michigan,Meta,66,275,False
Richard Brooks,Project Manager ,Wyoming,Meta,109,342,False
Raymond Cain,3D Artist,Kentucky,Meta,51,227,False
Chloe Dean,Data Engineer,Wyoming,Meta,119,123,False
Kristen Wells,Data Scientist ,North Carolina,Meta,51,235,False
Dennis Sutton,Data Scientist ,Indiana,Meta,207,345,False
Faith Chen,Project Manager ,Louisiana,Meta,223,281,False
Anna West,Program Manager,Michigan,Meta,184,184,False
Justin Harris,Data Scientist ,Pennsylvania,Meta,39,124,True
Deborah Flynn,Machine Learning Engineer,Illinois,Meta,224,273,False
Brad Jimenez,Associate General Counsel Data Protection,Wisconsin,Meta,56,318,False
Alexandra Cox,Product Manager,Michigan,Meta,161,190,False
Christian Newman,Data Engineer,Florida,Meta,106,327,False
Rachel Turner,Associate General Counsel Data Protection,Arizona,Meta,207,354,False
Bobby Rodriguez,Project Manager ,Maryland,Meta,157,198,False
Shannon Schultz,Product Manager,Mississippi,Meta,104,324,False
Melissa Colon,Associate General Counsel Data Protection,Massachusetts,Meta,25,135,True
William Medina,Data Scientist ,Arizona,Meta,218,356,False
Tanya Ford,Product Manager,Wisconsin,Meta,198,341,False
Mr. Gerald Arellano Jr.,Project Manager ,Idaho,Meta,228,274,False
John Fisher,Product Manager,New Mexico,Meta,158,202,False
Sara Dean PhD,3D Artist,District of Columbia,Meta,20,103,True
Denise Smith,Product Manager,Utah,Meta,75,301,False
Aaron Ramirez,Product Manager,Delaware,Meta,141,355,False
Corey Sampson,Data Scientist ,Alabama,Meta,206,255,False
Andrew Farmer,Data Engineer,Maryland,Meta,160,341,False
Kelly Turner,Data Analyst,Oregon,Meta,216,308,False
Steven Thompson,Data Scientist ,New York,Meta,79,186,False
Robert Black,Associate General Counsel Data Protection,Idaho,Meta,3,328,True
Patricia Fernandez,Data Analyst,Iowa,Meta,225,355,False
Terry Erickson,Software Engineer ,Delaware,Meta,21,77,True
Carlos Allison,Associate General Counsel Data Protection,Michigan,Meta,106,273,False
Taylor Taylor,Machine Learning Engineer,Tennessee,Meta,38,64,True
Ricardo Smith,Data Analyst,Kentucky,Meta,150,275,False
Janice Lowery,Associate General Counsel Data Protection,New York,Meta,4,194,True
Victor Fernandez,Program Manager,Connecticut,Meta,157,166,False
Steven Evans,Project Manager ,Illinois,Meta,55,211,False
Joseph Henson,Data Scientist ,Maine,Meta,7,131,True
David Austin,Program Manager,Rhode Island,Meta,173,333,False
Virginia Rose,Data Scientist,Vermont,Meta,158,227,False
Nicole Jenkins,3D Artist,Oregon,Meta,141,231,False
Debra Terrell,Data Scientist,Arkansas,Meta,16,346,False
Sherry Garcia,Data Analyst,District of Columbia,Meta,221,237,False
Michael Gonzalez,Data Scientist,Vermont,Meta,24,127,True
Tammy Walker,Machine Learning Engineer,Mississippi,Meta,144,283,False
Raven Jones,Data Engineer,Illinois,Meta,5,332,True
Cheryl Wilson,Software Engineer ,Maryland,Meta,223,286,False
Nancy Morris,Data Scientist ,Arizona,Meta,61,238,False
Jared Avila,Data Analyst,Texas,Meta,79,346,False
David Espinoza,Data Engineer,Rhode Island,Meta,129,304,False
Jesse Harrington,Product Manager,Iowa,Meta,24,105,True
Reginald Duffy,Data Engineer,Alabama,Meta,91,103,False
Terry Ross,Software Engineer ,Pennsylvania,Meta,185,213,False
Mrs. Christina Jimenez DVM,Project Manager ,Washington,Meta,116,151,False
Jennifer Garcia,Associate General Counsel Data Protection,Washington,Meta,209,345,False
Heather Mccann,Data Analyst,Idaho,Meta,145,279,False
Rachel Kramer,Machine Learning Engineer,Oklahoma,Meta,22,56,True
